"id","cid","smiles","molecular_weight","average_distance","new_average_distance"
75527,40085,"CCCCCC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2","346.135113564","0.5451827","0.5229943"
79435,44431,"CN(C)CCNC(=O)CCCC1=CC=CC=C1","234.173213324","0.579733","0.579733"
79437,44433,"CCN(CC)CCNC(=O)CCCC1=CC=CC=C1","262.204513452","0.57387775","0.57035804"
79551,44566,"COC1=C(C(=C2C(=C1)CC[C@@H](C3=CC(=O)C(=CC=C32)SC)NC(=O)C4=CC=CC=C4)OC)OC","477.16099396399994","0.5877383","0.5635485"
79552,44567,"CCOC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)SC)OC)OC)OC","445.1559085839999","0.5149367","0.50507814"
80208,45314,"CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NC)OC)OC)OC","398.18417193199997","0.5786169","0.56354845"
80925,46078,"CC(C)OC(=O)NCCC1=CC=CC=C1","207.125928784","0.54883116","0.52604795"
80997,46151,"COC1=CC=C2C(=CC1=O)[C@H](CCC3=CC(=C(C(=C32)OC)OC)OC)NC(=O)C4=CC=CC=C4","461.18383758399995","0.70039475","0.67049867"
82297,47622,"C1=CC=C(C=C1)CCC(=O)NCCCCC(C(=O)O)NC(=O)CCC2=CC=CC=C2","410.22055744","0.51278913","0.51278913"
16236,10605,"CNC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)O)OC)OC)OC","357.157622836","0.52636874","0.51951444"
18444,13085,"C1=CC=C(C=C1)C(=O)NNC(=O)C2=CC=CC=C2","240.089877624","0.4861363","0.509197"
19574,14366,"CCOC(=O)CNC(=O)OCC1=CC=CC=C1","237.10010796","0.529423","0.5080939"
20228,15138,"C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=C(C=C2)F","315.13830503599996","0.50072974","0.5195347"
20670,15631,"C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2F","215.07464216","0.49128857","0.51692957"
22406,17648,"CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)SC)OC)OC)OC","415.1453439","0.5557609","0.54154956"
22543,17798,"CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NC)OC)OC)OC","398.18417193199997","0.5786169","0.56354845"
23627,18991,"COC1=CC=C2C(=CC1=O)[C@H](CCC3=CC(=C(C(=C32)OC)OC)OC)N","357.157622836","0.5296373","0.5221836"
58454,20668,"C1=CC=C(C=C1)CC(=O)NCC(=O)NO","208.084792244","0.50429076","0.55330175"
58559,20788,"C1=CC=C(C=C1)CCNC(=O)OCCO","209.10519334","0.6218995","0.584862"
59169,21496,"C1=CC=C(C=C1)CCC(=O)CCC2=CC=CC=C2","238.135765196","0.5458716","0.5236494"
59214,21546,"C1=CC=C(C=C1)CNC(=O)C2=CC=C(C=C2)[As]=O","301.008400124","0.49579284","0.53874195"
59486,21865,"CCOC(=O)NCCCOC(=O)NC1=CC=CC=C1","266.126657056","0.5397661","0.5603288"
60069,22530,"CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=CC=C4","276.16264864","0.5378257","0.55039644"
60819,23398,"CCN(CC)C1=CC=C2C(=CC1=O)[C@H](CCC3=CC(=C(C(=C32)OC)OC)OC)NC(=O)C","440.2311221239999","0.5415512","0.5316611"
60843,23428,"CCCCCCCC(=O)NC1=CC=CC=C1","219.162314292","0.71391314","0.70451146"
61134,23757,"CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)O)OC","385.15253745599995","0.57997286","0.56481814"
61135,23758,"CC(=O)N(C)[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC","413.18383758399995","0.5142377","0.511535"
62617,25492,"C1=CC=C(C=C1)C2=CC=C(C=C2)C=CC(=O)O","224.083729624","0.68093157","0.6650306"
62690,25596,"C1=CC=C(C=C1)CCCNNC(=O)C2=CC=NC=C2","255.137162164","0.4711522","0.51969063"
62691,25597,"CCCCNC(=O)CCNNC(=O)C1=CC=NC=C1","264.15862588","0.52687746","0.5745848"
64297,27387,"CCCCCCCCCCCNNC(=O)C1=CC=NC=C1","291.231062548","0.6345144","0.67044836"
64298,27388,"CCCNC(=O)CCNNC(=O)C1=CC=NC=C1","250.142975816","0.47836012","0.5180764"
64303,27393,"C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=CC=C2","297.147726848","0.51418024","0.5575469"
66183,29487,"COC1=CC=C(C=C1)C=CC(=O)NC2=CC=C(C=C2)O","269.10519334","0.5541742","0.5545782"
69241,32920,"CCCOC1=C(C=C(C=C1)C=CC(=O)NO)OC","251.115758024","0.5234573","0.52716225"
69236,32915,"CCCCCOC1=C(C=CC(=C1)C=CC(=O)NO)OC","279.147058152","0.4998749","0.5045721"
69591,33353,"COC1=CC=C2C(=CC1=O)[C@H](CCC3=CC(=C(C(=C32)OC)OC)OC)NC(=O)C(F)(F)F","453.1399220839999","0.6192871","0.6026637"
69592,33354,"COC1=CC=C2C(=CC1=O)[C@H](CCC3=CC(=C(C(=C32)OC)OC)OC)NC(=O)CF","417.1587657079999","0.61542904","0.60287267"
69598,33361,"CCCOC1=CC=C(C=C1)C=CC(=O)NO","221.10519334","0.5527877","0.55522674"
69599,33362,"CCCCOC1=CC=C(C=C1)C=CC(=O)NO","235.120843404","0.5527877","0.55522674"
69601,33364,"CCCCCOC1=CC=C(C=C1)C=CC(=O)NO","249.136493468","0.52681524","0.5285288"
69607,33370,"CC1=C(C=CC(=C1)C=CC(=O)NO)OC","207.089543276","0.56733716","0.571491"
69613,33376,"CCCCOC1=C(C=CC(=C1)C=CC(=O)NO)OC","265.131408088","0.53197575","0.5374303"
69604,33367,"CCOC1=C(C=C(C=C1)C=CC(=O)NO)OC","237.10010796","0.5421056","0.547766"
69605,33368,"COC1=C(C=CC(=C1)C=CC(=O)NO)OCC=C","249.10010796","0.5283696","0.5319421"
69707,33483,"CCOC1=CC=C(C=C1)C=CC(=O)NO","207.089543276","0.582097","0.58527666"
69708,33484,"CCCCCOC1=C(C=C(C=C1)C=CC(=O)NO)OC","279.147058152","0.50354874","0.5072489"
70131,33965,"CCCCNC(=O)OCC[NH+](CCC1=CC=CC=C1)CCOC(=O)NCCCC.[Cl-]","443.25508437599996","0.5505098","0.52406955"
70132,33966,"CCCCNC(=O)OCCN(CCC1=CC=CC=C1)CCOC(=O)NCCCC","407.278406664","0.56190723","0.534449"
71443,35422,"COC1=CC=C(C=C1)C=CC(=O)NCCO","221.10519334","0.56852263","0.56852263"
71449,35429,"C1=CC=C(C=C1)C=CC(=O)NCCCO","205.11027872","0.44374022","0.50742483"
72258,36340,"CCCCCCCCCCCCNC(=O)C1=CC=CC=C1","289.240564612","0.5297981","0.5338006"
75158,39647,"CCN(CC)CCNC(=O)C1=CC2=CC=CC=C2C=C1","270.173213324","0.48048195","0.5309484"
84532,50420,"CCOC(=O)NNCCC1=CC=CC=C1","208.121177752","0.6425969","0.58971864"
86940,53278,"CC(=O)N[C@@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC","399.16818751999995","0.6705236","0.6526938"
87086,53433,"C1=CC=C(C=C1)CCC(=O)NCC(=O)NO","222.100442308","0.6115133","0.5995727"
87722,54134,"CCCCCCCCCCCC(=O)NCC1=CC=CC=C1","289.240564612","0.552217","0.552217"
88216,54687,"CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O","424.24610349199986","0.47380057","0.55112445"
88943,55498,"CCOC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC","429.1787522039999","0.6141903","0.60171545"
89606,56240,"CC(=O)C1=CC2=C(C=C1)N=C(N2)C3=CC=CC=C3","236.094963004","0.55834377","0.55001044"
89708,56353,"CCCNC(=O)OCCCC1=CC=CC=C1","221.141578848","0.62368953","0.57597893"
90277,57027,"C1=CC=C(C=C1)NC(=O)CCCNNC(=O)C(=O)NN","279.133139404","0.5002168","0.5138532"
90488,57269,"CCN(CC)CCOC(=O)NCCC1=CC=CC=C1","264.183778008","0.5995981","0.55066097"
90927,57771,"CN(C)C1=CC=C(C=C1)CNNC(=O)C2=CC=CC=C2","269.152812228","0.49828994","0.5273124"
91190,58059,"C1CCN(CC1)CCOC(=O)NCCC2=CC=CC=C2","276.183778008","0.52637416","0.5020476"
91541,58444,"CCN(CC)CCNC(=O)OCCC1=CC=CC=C1","264.183778008","0.5442169","0.50884277"
91543,58446,"CCN(CC)CCNC(=O)OCCCC1=CC=CC=C1","278.199428072","0.545832","0.51215386"
91546,58449,"CN(C)CCNC(=O)OCCC1=CC=CC=C1","236.15247788","0.534251","0.504529"
91549,58452,"CN(C)CCCNC(=O)OCCCC1=CC=CC=C1","264.183778008","0.5477931","0.5346939"
93517,60580,"C1=CC=C(C=C1)NC(=O)CCC(=O)[O-].[NH4+]","210.100442308","0.52890754","0.5178971"
93866,61003,"CC(C)C(=O)C=CC1=CC=C(C=C1)OC","204.115029752","0.51695687","0.51695687"
97116,64718,"CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)C","436.2824889999999","0.530991","0.5716765"
97122,64727,"CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)C","422.2668389359999","0.5526433","0.6405385"
97583,65268,"C(CCCC(=O)NO)CCCC(=O)NO","218.126657056","0.62800765","0.62800765"
98044,65813,"C1=CC=C2C(=C1)C(=CN2)C[C@H](C(=O)O)NC(=O)C3=CC=C(C=C3)Cl","342.07712002000005","0.49593633","0.5075467"
99020,66830,"CC1=CC(=C(C=C1NC(=O)C2=CC=CC=C2)OC)N","256.121177752","0.50092745","0.51751477"
99065,66875,"CCCCCCCCC(=O)NC1=CC=C(C=C1)O","249.172878976","0.5460494","0.54557025"
99091,66902,"CCCCCCCCCCCC(=O)NC1=CC=C(C=C1)O","291.219829168","0.5460494","0.54557025"
99311,67133,"CC1=CC(=C(C=C1N)Cl)NC(=O)C2=CC=CC=C2","260.071640716","0.4919478","0.5108129"
99434,67267,"COC1=CC(=C(C=C1)OC)NC(=O)C2=CC=CC=C2","257.10519334","0.48702386","0.5162837"
100585,68496,"CC1=CC(=CC=C1)NC(=O)C2=CC=CC=C2","211.099714036","0.5331352","0.52605045"
100586,68497,"CC1=CC=C(C=C1)NC(=O)C2=CC=CC=C2","211.099714036","0.51094407","0.5273147"
101329,69298,"C1=CC=C(C=C1)NC(=O)CC(=O)NC2=CC=CC=C2","254.105527688","0.54693836","0.527872"
101353,69324,"CCCCCCCCCCCCCC(=O)NC1=CC=CC=C1","303.256214676","0.71391314","0.70451146"
101543,69518,"C1=CC=C(C=C1)C(=O)NCCNC(=O)C2=CC=CC=C2","268.121177752","0.5504753","0.5333188"
101926,69910,"C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)N","212.094963004","0.54651606","0.54184055"
102467,70388,"C1=CC=C(C=C1)C(=O)NCCCCCC(=O)O","235.120843404","0.528441","0.51049227"
103145,71100,"CC1=CC=CC=C1NC(=O)C2=CC=CC=C2","211.099714036","0.48126352","0.5091073"
104565,72896,"C1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2)N","212.094963004","0.49496606","0.51347977"
104606,72949,"CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-]","438.33769180400003","0.5068089","0.5049365"
104607,72950,"CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC1=CC=CC=C1","403.36829054409003","0.5174197","0.5153789"
104951,73461,"CC=C1C(=O)N[C@H](C(=O)O[C@H]2CC(=O)N[C@@H](C(=O)N[C@H](CSSCCC=C2)C(=O)N1)C(C)C)C(C)C","540.207626872","0.6729315","0.544222"
105070,73627,"COC1=CC=C2C(=CC1=O)[C@H](CCC3=CC(=C(C(=C32)OC)O)OC)NC(=O)C(F)(F)F","439.1242720199999","0.5382736","0.52406216"
105296,73878,"C1=CC=C(C=C1)CNC(=O)C2=CC=CC=C2","211.099714036","0.5798157","0.64991057"
105662,74262,"C1=CC=C(C=C1)C2=CC=C(C=C2)C=CC3=CC=C(C=C3)C4=CC=CC=C4","332.15650064","0.53633356","0.53955936"
106096,74728,"CCOC(=O)C=CC1=CC=C(C=C1)OC","206.094294308","0.50304115","0.50304115"
106125,74758,"C1=CC=C(C=C1)COC(=O)NCCCCCC(=O)O","265.131408088","0.53285027","0.5549462"
107055,75745,"CC1=CC(=C(C=C1N)NC(=O)C2=CC=CC=C2)C","240.126263132","0.5260677","0.5482899"
108108,76863,"C1=CC=C(C=C1)CCCCCCCCCCC(=O)O","262.193280072","0.5964426","0.5438153"
109904,78779,"C1=CC=C(C=C1)C(=O)NC2=C(C=C(C(=C2)Cl)N)O","262.050905272","0.5266396","0.53793085"
110504,79413,"C1=CC=C(C=C1)CCCC(=O)C2=CC=CC=C2","224.120115132","0.5573503","0.5174229"
111115,80091,"CCCCCCCCCCCCCCCCCCNC(=O)C1=CC=C(C=C1)C(=O)O","417.32429423599996","0.5132751","0.50816935"
111429,80442,"COC1=CC(=C(C=C1N)OC)NC(=O)C2=CC=CC=C2","272.116092372","0.515832","0.54120547"
111673,80727,"COC1=C(C=C(C(=C1)N)Cl)NC(=O)C2=CC=CC=C2","276.066555336","0.48515955","0.50617445"
111917,81030,"CCCCCCCCCCCCCCCCCC(=O)NO","299.282429424","0.5606753","0.5606753"
112081,81212,"COC(=O)C1=CC=C(C=C1)C(=O)NCCCCCCNC(=O)C2=CC=C(C=C2)C(=O)OC","440.19473661599994","0.46601334","0.5"
112137,81275,"C1=CC=C(C=C1)NC(=O)CCCCCCCCC(=O)NC2=CC=CC=C2","352.215078136","0.7910789","0.76155"
113971,83295,"CCCCCCCCCCCCCCCCCC(=O)NC1=CC=C(C=C1)N(C)C","402.361014092","0.5319826","0.5154467"
114597,84038,"CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC(=O)C)OC","427.1631021399999","0.6077447","0.59209776"
114605,84053,"COC1=CC=C2C(=CC1=O)[C@H](CCC3=CC(=C(C(=C32)OC)OC)OC)N.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O","507.1740607479998","0.5232032","0.5125951"
114607,84056,"COC1=C(C(=C2C(=C1)CC[C@@H](C3=CC(=O)C(=CC=C32)SC)NC(=O)CO)OC)OC","431.1402585199999","0.5141323","0.5042422"
114612,84072,"CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NCC4=CC=CC=C4)OC)OC)OC","474.21547205999997","0.5531417","0.5539444"
114850,84347,"C1=CC=C(C=C1)NC(=O)C2=CC(=CC=C2)N","212.094963004","0.50364393","0.5150454"
116330,85983,"C1=CC(=CC=C1C=CC(=O)O)C=CC(=O)O","218.0579088","0.505238","0.51491547"
117416,87196,"C1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)N","212.094963004","0.51600266","0.5363263"
118298,88168,"C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)NC(=O)C3=CC=CC=C3","301.11027872000005","0.5374227","0.5537618"
118343,88219,"C1=CC=C(C=C1)CCCCCCCCCCCCCCCCCC(=O)O","360.30283051999993","0.5964426","0.5438153"
118777,88678,"C1=CC=C(C=C1)C2=CC=C(C=C2)NC(=O)C3=CC=CC=C3","273.1153641","0.5645887","0.57269686"
121428,91544,"CCCCCCCCC=CCCCCCCCC(=O)NC1=CC=CC=C1","357.303164868","0.6271951","0.6168703"
121877,92031,"C1=CC=C2C=C(C=CC2=C1)C(=O)NNC(=O)C3=CC4=CC=CC=C4C=C3","340.121177752","0.5016928","0.549856"
122547,92763,"CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O","547.2053608759999","0.51438755","0.5055188"
123854,94197,"COC1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2","238.099379688","0.50120884","0.50120884"
124386,94794,"CCCCCCCCCCCC(=O)NC1=CC=CC=C1","275.224914548","0.71391314","0.70451146"
124653,95083,"C1=CC=C(C=C1)CCNC(=O)C2=CC=CC=C2","225.1153641","0.6254639","0.58254904"
124793,95244,"C1=CC=C(C=C1)CCNC(=O)NCCC2=CC=CC=C2","268.15756326","0.5901305","0.5767587"
124848,95301,"C1=CC=C(C=C1)C=CC(=O)NC2=CC=CC=C2","223.099714036","0.54314464","0.57600176"
124962,95417,"C1=CC=C(C=C1)C=CC(=O)C=CC2=CC=CC=C2","234.104465068","0.47766814","0.5119181"
125468,95954,"CCCCCCCCCCCC(=O)NO","215.18852904","0.5606753","0.5606753"
125584,96095,"C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)F","215.07464216","0.5354801","0.5339322"
126096,96646,"C1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)Cl","231.04509162","0.50829995","0.52685654"
126206,96762,"CC1=CC=C(C=C1)C(=O)NNC(=O)C2=CC3=CC=CC=C3C=C2","304.121177752","0.46761313","0.50366575"
126207,96763,"CC1=CC(=CC=C1)C(=O)NNC(=O)C2=CC3=CC=CC=C3C=C2","304.121177752","0.480026","0.5111185"
126881,97552,"C1=CC=C(C=C1)CCNC(=O)NC2=CC=CC=C2","240.126263132","0.51837075","0.51066804"
127173,97865,"CC(=O)NC1CCC2=CC(=C(C(=C2C3=C1C=C(C=C3)O)OC)OC)OC","357.157622836","0.5462721","0.53153753"
127174,97866,"CC(=O)NC1CCC2=CC(=C(C(=C2C3=C1C=C(C=C3)OC)OC)OC)OC","371.1732729","0.5383151","0.5238988"
127209,97901,"C1=CC=C(C=C1)C2=CC=C(C=C2)C=CC(=O)C3=CC=CC=C3","284.120115132","0.577879","0.5632234"
127785,98499,"C1=CC=C(C=C1)CNC(=O)C2=CN=CC=C2","212.094963004","0.50167364","0.52288574"
128042,98769,"CCCCCCCC(=O)NC1=CC=C(C=C1)C","233.177964356","0.6037879","0.5981863"
128582,99357,"CC(=O)NNC(=O)C1=CC=C(C=C1)Br","255.984739628","0.52656424","0.5116664"
128910,99713,"CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)SCC4=CC=CC=C4)OC)OC)OC","491.176644028","0.5305308","0.524358"
129202,100037,"COC1=C(C(=C2C(=C1)CCC(C3=CC(=O)C(=CC=C32)SC)NC(=O)C(F)(F)F)OC)OC","469.1170784639999","0.517452","0.5040885"
129295,100132,"COC1=CC=C2C(=CC1=O)C(CCC3=CC(=C(C(=C32)OC)OC)OC)NC(=O)CO","415.1631021399999","0.61542904","0.60287267"
129332,100171,"CCOCC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC","443.1944022679999","0.5818958","0.57047695"
129334,100173,"CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)O)O","371.13688739199995","0.5731245","0.5579698"
129335,100174,"CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)O)O)OC","371.13688739199995","0.53059554","0.5164859"
129336,100175,"COC1=CC=C2C(=CC1=O)C(CCC3=CC(=C(C(=C32)OC)OC)OC)NC(=O)COC4=CC=CC=C4","491.1944022679999","0.5821546","0.570599"
129349,100188,"CC(=O)NC1CCC2=CC3=C(C(=C2C4=CC=C(C(=O)C=C14)OC)OC)OCO3","383.13688739199995","0.51393735","0.5010436"
130178,101125,"CCOC1=CC2=C(C=CC1=O)C3=C(C(=C(C=C3CCC2NC(=O)C)OC)OC)OC","413.18383758399995","0.5307739","0.5208537"
130180,101127,"CCCCNC1=CC=C2C(=CC1=O)C(CCC3=CC(=C(C(=C32)OC)OC)OC)NC(=O)C","440.2311221239999","0.5363238","0.5264653"
130181,101128,"CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)N(C)C)OC)OC)OC","412.19982199599997","0.5557609","0.54154956"
130196,101143,"CC(=O)NC1CCC2=CC(=C(C(=C2C3=C1C=C(C=C3)C(=O)O)OC)OC)OC","385.1525374559999","0.5676725","0.54838204"
130273,101220,"COC1=CC=C(C=C1)C=CC(=O)C=CC2=CC=C(C=C2)OC","294.125594436","0.57427925","0.57526886"
130362,101311,"C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Br","274.99457604","0.4988494","0.5266932"
130407,101357,"C1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)Br","274.99457604","0.55379623","0.56191653"
132290,103438,"CCCCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC1=CC=CC=C1","459.43089080009","0.5174197","0.5153789"
132985,104221,"CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-]","410.30639167600003","0.5068089","0.5049365"
132986,104222,"CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC1=CC=CC=C1","375.33699041609003","0.5174197","0.5153789"
133711,105094,"CCCCCC=CCC=CCCCCCCCC(=O)NC1=CC=CC=C1","355.287514804","0.5981661","0.5881181"
133727,105115,"C[C@H](C=C(C)C=CC(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C","302.163042564","0.4563758","0.7311111"
133866,105288,"C1=CC=C(C=C1)C(=O)NC2=C(C=C(C(=C2)Cl)N)O.Cl","298.027582984","0.5147132","0.5252395"
134183,105688,"C1=CC=C(C=C1)C(=O)NC2=CC(=CC(=C2)O)O","229.073893212","0.49586356","0.50611997"
312660,310561,"C1=CC=C(C=C1)NC2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)F","306.11684132","0.49672672","0.5010557"
312662,310563,"CC(=O)NC1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)F","272.096105876","0.5395752","0.57280993"
313588,311599,"CCOC(=O)CNC(=O)NCCC1=CC=CC=C1","250.131742436","0.591681","0.5475052"
313655,311670,"CN(C)C1=CC=C(C=C1)C=NNC(=O)C2=CC=C(C=C2)Cl","301.098189812","0.45260796","0.5344741"
313709,311735,"C1=CN=CC=C1C=NNC(=O)CCCCC(=O)NN=CC2=CC=NC=C2","352.16477388000004","0.5919885","0.58787596"
314410,312500,"CCCCCCC(=O)NC1=CC(=CC=C1)O","221.141578848","0.5334346","0.51597005"
314418,312508,"CCCCCCCC(=O)NC1=CC(=CC=C1)O","235.157228912","0.5334346","0.51597005"
314419,312509,"CCCCCCCCC(=O)NC1=CC(=CC=C1)O","249.172878976","0.5334346","0.51597005"
315981,314168,"CCOC(=O)CCCCCCCCCCNC(=O)NCC1=CC=CC=C1","362.256942948","0.55229104","0.5384087"
318366,316796,"C1=CC=C2C=C(C=CC2=C1)NC(=O)CCCBr","291.025876168","0.47492072","0.5028067"
321053,319842,"C1=CC=C(C=C1)C=NNC(=O)CCCl","210.055990652","0.5333997","0.53152215"
325158,324410,"C1=CC=C(C=C1)COC(=O)NCCC(=O)NCCCC(=O)NCCC(=O)N","378.190319932","0.5810537","0.6108591"
327702,327339,"CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)S(=O)C)OC)OC)OC","431.14025852","0.5623212","0.54810977"
330096,329990,"CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC(=O)C)OC)OC","427.1631021399999","0.6077447","0.59209776"
330273,330191,"COC1=CC2=C(C=CC1=O)C3=C(C(=C(C=C3CC[C@@H]2NC(=O)C(F)(F)F)OC)OC)OC","453.1399220839999","0.5322978","0.5180169"
331139,331172,"CCN(CC)C(=S)OC1=NC(=NC(=C1)C)SCC(=O)C2=CC=C(C=C2)Cl","409.06854655999996","0.4938913","0.5052604"
331140,331173,"CC1=CC(=NC(=N1)SCC(=O)C2=CC=C(C=C2)Cl)OC(=O)N(C)C","365.06009005199996","0.53613895","0.5434868"
331725,331813,"C1=CC=C(C=C1)C(=O)CC2=NC(=NO2)C3=CC=C(C=C3)Cl","298.050905272","0.47072142","0.512147"
335404,335943,"C1=CC=C(C=C1)CCNC(=O)CC2=CC=C(C=C2)Cl","273.092041812","0.52013445","0.5175735"
335458,336005,"C1=CC=C(C=C1)CC(=O)NCCCC(=O)O","221.10519334","0.5436954","0.54625636"
336362,337012,"CCOCC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC","443.1944022679999","0.5818958","0.57047695"
337201,337948,"CCCC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)SC)OC)OC)OC","443.1766440279999","0.5141323","0.5042422"
338514,339410,"COC1=C(C(=C2C(=C1)CC[C@@H](C3=CC(=O)C(=CC=C32)SC)NC(=O)OC4=CC=CC=C4)OC)OC","493.1559085839999","0.5161198","0.5060826"
338515,339411,"COC1=C(C(=C2C(=C1)CCC(C3=CC(=O)C(=CC=C32)SC)NC(=O)C4=CC=CC=C4)OC)OC","477.16099396399994","0.5877383","0.5635485"
341961,343355,"CC(C)(C(=O)C=CC1=CC=C(C=C1)OC)Br","282.02554182","0.51545495","0.51545495"
343341,344851,"CC1=CC=C(C=C1)NC(=O)C=CC2=CC=CC=C2","237.1153641","0.51065075","0.532294"
343633,345155,"C1CCC(CC1)NC(=O)CCCCCCCCC(=O)NC2CCCCC2","364.30897852","0.5205417","0.52842027"
343958,345506,"CCCCCNC1=CC=C2C(=CC1=O)C(CCC3=CC(=C(C(=C32)OC)OC)OC)NC(=O)C","454.2467721879999","0.5294441","0.5197929"
343959,345507,"CCCCCCCNC1=CC=C2C(=CC1=O)C(CCC3=CC(=C(C(=C32)OC)OC)OC)NC(=O)C","482.2780723159999","0.52274346","0.5132927"
343967,345515,"CCCNC1=CC=C2C(=CC1=O)C(CCC3=CC(=C(C(=C32)OC)OC)OC)NC(=O)C","426.2154720599999","0.55065095","0.54035527"
343968,345516,"CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)N(CCO)CCO)OC)OC)OC","472.2209513639999","0.5226251","0.51314837"
343974,345522,"C1=CC=C(C=C1)C2=CC=CC=C2NC(=O)C3=CC=CC=C3","273.1153641","0.4992266","0.5275004"
344456,346035,"COC1=CC=C(C=C1)C(=O)NCC2=CC=CC=C2","241.11027872","0.5353391","0.5527704"
344458,346037,"COC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2","227.094628656","0.5158345","0.5511593"
344459,346038,"COC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl","261.055656304","0.48153877","0.5143809"
344467,346047,"CC1=CC=CC=C1NC(=O)C2=CC=C(C=C2)OC","241.11027872","0.49099198","0.52541006"
344470,346050,"COC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2OC","257.10519334","0.4923565","0.53544253"
344748,346336,"CCCCCCNC1=CC=C2C(=CC1=O)C(CCC3=CC(=C(C(=C32)OC)OC)OC)NC(=O)C","468.2624222519999","0.52274346","0.5132927"
344751,346339,"CCCCCCCCNC1=CC=C2C(=CC1=O)C(CCC3=CC(=C(C(=C32)OC)OC)OC)NC(=O)C","496.2937223799999","0.52274346","0.5132927"
345072,346668,"C1=CC=C(C=C1)CNC(=O)C2=CC=C(C=C2)Cl","245.060741684","0.5213805","0.56690615"
345073,346669,"C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)Cl","231.04509162","0.5287883","0.53036696"
